asset_id,path,source_url,creator,license,proof_path,modifications,approval_status
cinderwall_v001_cw_ceramic_normal,assets/production/cinderwall-v001/textures/CW_ceramic_Normal.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_ceramic_orm,assets/production/cinderwall-v001/textures/CW_ceramic_ORM.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_copper_basecolor,assets/production/cinderwall-v001/textures/CW_copper_BaseColor.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_copper_normal,assets/production/cinderwall-v001/textures/CW_copper_Normal.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_copper_orm,assets/production/cinderwall-v001/textures/CW_copper_ORM.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_edge_basecolor,assets/production/cinderwall-v001/textures/CW_edge_BaseColor.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_edge_normal,assets/production/cinderwall-v001/textures/CW_edge_Normal.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_edge_orm,assets/production/cinderwall-v001/textures/CW_edge_ORM.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_iron_basecolor,assets/production/cinderwall-v001/textures/CW_iron_BaseColor.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_iron_normal,assets/production/cinderwall-v001/textures/CW_iron_Normal.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_iron_orm,assets/production/cinderwall-v001/textures/CW_iron_ORM.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_ochre_basecolor,assets/production/cinderwall-v001/textures/CW_ochre_BaseColor.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_ochre_normal,assets/production/cinderwall-v001/textures/CW_ochre_Normal.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_ochre_orm,assets/production/cinderwall-v001/textures/CW_ochre_ORM.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_oxide_basecolor,assets/production/cinderwall-v001/textures/CW_oxide_BaseColor.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_oxide_normal,assets/production/cinderwall-v001/textures/CW_oxide_Normal.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_oxide_orm,assets/production/cinderwall-v001/textures/CW_oxide_ORM.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_patina_basecolor,assets/production/cinderwall-v001/textures/CW_patina_BaseColor.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_patina_normal,assets/production/cinderwall-v001/textures/CW_patina_Normal.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_patina_orm,assets/production/cinderwall-v001/textures/CW_patina_ORM.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_soot_basecolor,assets/production/cinderwall-v001/textures/CW_soot_BaseColor.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_soot_normal,assets/production/cinderwall-v001/textures/CW_soot_Normal.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_soot_orm,assets/production/cinderwall-v001/textures/CW_soot_ORM.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_stone_basecolor,assets/production/cinderwall-v001/textures/CW_stone_BaseColor.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_stone_normal,assets/production/cinderwall-v001/textures/CW_stone_Normal.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_stone_orm,assets/production/cinderwall-v001/textures/CW_stone_ORM.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
foundry_p01_engine_primitives,unreal/Source/OverkillFoundry/Private/FoundryHost.cpp,https://www.unrealengine.com/eula/unreal,Epic Games; original placement/material source by Game Studio / Codex,Unreal Engine content under the Unreal Engine EULA; engine assets referenced rather than copied into this repository,BUILD.md,Technical placeholder scene references engine BasicShapes; original materials and camera layout; final art replacement pending,technical rendered probe only; no human visual approval
foundry_p01_technical_material,unreal/Tools/build_smoke_content.py,original: Unreal Python material/map generation,Game Studio / Codex,Original project source; studio distribution licence unset,BUILD.md,Fresh reproducible technical map and plain material; generated uassets are ignored,technical rendered probe only; no human visual approval
mara_v001_source,art-source/mara_v001_build.py,original: Blender 5.2.1 LTS procedural project source,Game Studio / Codex,Original project content; studio distribution licence unset,art-source/mara_v001_README.md,New forge gun and rear claw geometry/rigs/clips plus dimensional Cinderwall depth extension; reuses original Cinderwall PBR helpers,early-production; human visual approval pending
mara_v001_validator,art-source/mara_v001_verify.py,original: Blender 5.2.1 LTS FBX round-trip validator,Game Studio / Codex,Original project content; studio distribution licence unset,assets/production/mara-v001/interchange-verification.json,Actual interchange scale/rig/weights/UV and action motion checks,source verification only
mara_v001_contract,assets/production/mara-v001/presentation-contract.json,original: Overkill Foundry presentation contract,Game Studio / Codex,Original project content; studio distribution licence unset,art-source/mara_v001_README.md,Committed event bindings; brief gun and rear collection motion; attachment units and complete reset,technical contract; owner visual approval pending
mara_v001_runtime,unreal/Tools/import_mara.py,original: reproducible Unreal derivative importer,Game Studio / Codex,Original project content; studio distribution licence unset,art-source/mara_v001_README.md,Generated props/clips/depth use original Cinderwall PBR surfaces; ignored Content/Cinderwall/Mara derivatives,early rendered implementation; owner visual approval pending
mechanical_v001_cannon_light,assets/audio/mechanical-v001/cannon_light.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,Primary shot; industrial air impulse and breech resonance; original mono48kHz16-bit PCM; no external recordings,source and Unreal sequential-mix verified; gameplay mix and human listening pending
mechanical_v001_cannon_heavy,assets/audio/mechanical-v001/cannon_heavy.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,Large primary shot; lower body and longer decay; original mono48kHz16-bit PCM; no external recordings,source and Unreal sequential-mix verified; gameplay mix and human listening pending
mechanical_v001_metal_hit_light,assets/audio/mechanical-v001/metal_hit_light.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,Small robot impact; original mono48kHz16-bit PCM; no external recordings,source and Unreal sequential-mix verified; gameplay mix and human listening pending
mechanical_v001_metal_hit_heavy,assets/audio/mechanical-v001/metal_hit_heavy.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,Strong robot impact; original mono48kHz16-bit PCM; no external recordings,source and Unreal sequential-mix verified; gameplay mix and human listening pending
mechanical_v001_robot_break,assets/audio/mechanical-v001/robot_break.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,Robot fracture and cooling debris; original mono48kHz16-bit PCM; no external recordings,source and Unreal sequential-mix verified; gameplay mix and human listening pending
mechanical_v001_breech_load,assets/audio/mechanical-v001/breech_load.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,Three-stage breech lock; original mono48kHz16-bit PCM; no external recordings,source and Unreal sequential-mix verified; gameplay mix and human listening pending
mechanical_v001_breech_unload,assets/audio/mechanical-v001/breech_unload.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,Breech release and eject; original mono48kHz16-bit PCM; no external recordings,source and Unreal sequential-mix verified; gameplay mix and human listening pending
mechanical_v001_forge,assets/audio/mechanical-v001/forge.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,Crafting die contact; original mono48kHz16-bit PCM; no external recordings,source and Unreal sequential-mix verified; gameplay mix and human listening pending
mechanical_v001_collect,assets/audio/mechanical-v001/collect.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,Rear-claw servo and hopper scrap; original mono48kHz16-bit PCM; no external recordings,source and Unreal sequential-mix verified; gameplay mix and human listening pending
mechanical_v001_shield_on,assets/audio/mechanical-v001/shield_on.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,Shield bank charging; original mono48kHz16-bit PCM; no external recordings,source and Unreal sequential-mix verified; gameplay mix and human listening pending
mechanical_v001_shield_hit,assets/audio/mechanical-v001/shield_hit.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,Shield bank taking a hit; original mono48kHz16-bit PCM; no external recordings,source and Unreal sequential-mix verified; gameplay mix and human listening pending
mechanical_v001_player_hit,assets/audio/mechanical-v001/player_hit.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,"Rig body impact, no voice; original mono48kHz16-bit PCM; no external recordings",source and Unreal sequential-mix verified; gameplay mix and human listening pending
mechanical_v001_robot_move,assets/audio/mechanical-v001/robot_move.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,Robot hydraulic actuation; original mono48kHz16-bit PCM; no external recordings,source and Unreal sequential-mix verified; gameplay mix and human listening pending
mechanical_v001_repair,assets/audio/mechanical-v001/repair.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,Two-note service indicator; original mono48kHz16-bit PCM; no external recordings,source and Unreal sequential-mix verified; gameplay mix and human listening pending
mechanical_v001_upgrade,assets/audio/mechanical-v001/upgrade.wav,original: audio-source/build_mechanical.py deterministic synthesis,Game Studio / Codex / Python standard library,Original project content; studio distribution licence unset,assets/audio/mechanical-v001/audio-audit.json,Three-note machine calibration; original mono48kHz16-bit PCM; no external recordings,source and Unreal sequential-mix verified; gameplay mix and human listening pending
